NrId,DistrictId,Property_Name,Other_Name,CountyId,AtlasIndex,Keywords,Longitude,Latitude,County,Address,City,Date_Listed,Reference_Number,Multiple_Property_Name,Date_To_SBR,Vicinity,Status,StatusL,Date_Removed,Notes,Date_To_Nps,Date_Notified,Local_Sig,State_Sig,National_Sig,Atlas_Number,Significance,Criteria,Style,Period,Resource_type,ResourceL,Architect,District,MpsId,NpsId,HasFiles,HasImages,HasMapLocation
2717,,Waverly,,239,2000000000002717,,,,Washington,FR 2447,Chappell Hill,04/14/1983 00:00:00,83003169,,,False,1,Listed,,,03/07/1983 00:00:00,,True,False,False,2083003169,"Health/Medicine, Architecture","C (design/architecture), B (significant persons)",Greek Revival,"1875-1899, 1850-1874",B,"Building  ",,,,,True,True,False
2718,5,"Wehring Shoe Shop and Residence ",,239,2000000000002718,,,,Washington,Main St. SE of Burton St.,Burton,06/11/1991 00:00:00,91000714,Historic and Architectural Resources of Burton,,False,1,Listed,,,05/01/1991 00:00:00,,True,False,False,2091000714,Commerce,A (historic events),"Bungalow/Craftsman, Other","1900-1924, 1925-1949",B,"Building  ","Weeren,Will; Et al.",Historic and Architectural Resources of Burton,5,64500629,True,True,True
2719,3,"Wood-Hughes House ",,239,2000000000002719,,,,Washington,614 S. Austin,Brenham,03/29/1990 00:00:00,90000448,Historic and Architectural Resources of Brenham,,False,1,Listed,,,02/12/1990 00:00:00,,True,False,False,2090000448,Architecture,C (design/architecture),Stick/Eastlake,1875-1899,B,"Building  ",Unknown,Historic and Architectural Resources of Brenham,3,64500628,True,False,True
2720,,Fort McIntosh,,240,2000000000002720,,,,Webb,Laredo Junior College campus,Laredo,06/25/1975 00:00:00,75002011,,,False,1,Listed,,,,,False,False,True,2075002011,"Military, Transportation, Architecture","A (historic events), C (design/architecture)",Late Victorian,"1900-1924, 1875-1899, 1850-1874",D,"District  ",Unknown,,,,True,True,False
2721,,Hamilton Hotel,,240,2000000000002721,,,,Webb,815 Salinas St.,Laredo,04/14/1992 00:00:00,92000363,,,False,1,Listed,,,03/10/1992 00:00:00,,True,False,False,2092000363,Architecture,C (design/architecture),"Mission/Spanish Revival, Other","1900-1924, 1925-1949",B,"Building  ","Ayres,Atlee B.; Ayres,Robert M.",,,,True,True,True
2722,,Los Ojuelos,,240,2000000000002722,,,,Webb,2.5 mi. S of Mirando City on SR 649,Mirando City,12/22/1976 00:00:00,76002084,,,False,1,Listed,,,,,False,True,False,2076002084,"Archeology - Historic Non-Aboriginal, Architecture","C (design/architecture), D (information potential/archeology",Mission/Spanish Revival,"1875-1899, 1850-1874",D,"District  ",Unknown,,,,True,False,False
2723,,San Augustin de Laredo Historic District,,240,2000000000002723,,,,Webb,"Roughly bounded by Grant and Water Sts., Convent and San Bernardino Aves.",Laredo,09/19/1973 00:00:00,73001983,,,False,1,Listed,,,,,False,True,False,2073001983,Architecture,C (design/architecture),"Greek Revival, Mission/Spanish Revival","1850-1874, 1800-1824, 1825-1849",D,"District  ","Benavides,Santos; Ortiz,Don Jose Reyes",,,,True,True,False
2724,,San Jose de Palafox Historic/Archeological District,,240,2000000000002724,,,,Webb,Address Restricted,Laredo,07/24/1973 00:00:00,73001984,,,False,1,Listed,,,,,False,True,False,2073001984,"Archeology - Historic Non-Aboriginal, Exploration/Settlement, Architecture","A (historic events), C (design/architecture), D (information potential/archeology",None Listed,"1900-1924, 1875-1899, 1850-1874, 1800-1824, 1825-1849, 1925-1949",D,"District  ",Unknown,,,,True,True,False
2725,,Webb County Courthouse,,240,2000000000002725,,,,Webb,1000 Houston St.,Laredo,05/04/1981 00:00:00,81000635,,,False,1,Listed,,,03/26/1981 00:00:00,,False,True,False,2081000635,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ","Giles,Albert; Sperbert,H.",,,,True,False,True
2726,,"Banker, Willie, Jr., House ",,241,2000000000002726,,,,Wharton,401 N. Rusk,Wharton,03/18/1993 00:00:00,93000118,,,False,1,Listed,,,01/23/1993 00:00:00,,True,False,False,2093000118,Architecture,C (design/architecture),Mission/Spanish Revival,1925-1949,B,"Building  ",Unknown,,,,True,False,True
2727,6,"Bernstein, Moses, House ",,241,2000000000002727,,,,Wharton,1705 N. Richmond,Wharton,03/18/1993 00:00:00,93000116,Historic and Architectural Resources of Wharton,,False,1,Listed,,,01/23/1993 00:00:00,,True,False,False,2093000116,Architecture,C (design/architecture),Mission/Spanish Revival,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2728,6,"Bolton-Outlar House ",,241,2000000000002728,,,,Wharton,517 N. Richmond,Wharton,03/18/1993 00:00:00,93000108,Historic and Architectural Resources of Wharton,,False,1,Listed,,,01/23/1993 00:00:00,,True,False,False,2093000108,Architecture,C (design/architecture),Classical Revival,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2729,6,"Colorado River Bridge ",,241,2000000000002729,,,,Wharton,S. Richmond Rd. (Old US 59) across the Colorado R.,Wharton,03/18/1993 00:00:00,93000117,Historic and Architectural Resources of Wharton,,False,1,Listed,,,01/23/1993 00:00:00,,True,False,False,2093000117,Transportation,A (historic events),Other,1925-1949,U,"Structure ",Austin Bridge Company,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2730,6,"Croom, Wiley J., House ",,241,2000000000002730,,,,Wharton,205 E. Milam,Wharton,03/18/1993 00:00:00,93000099,Historic and Architectural Resources of Wharton,,False,1,Listed,,,01/23/1993 00:00:00,,True,False,False,2093000099,Architecture,C (design/architecture),Queen Anne,1875-1899,B,"Building  ","Heiner, Eugene",Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2731,6,"Dannon, F. F., House ",,241,2000000000002731,,,,Wharton,612 W. Caney,Wharton,03/18/1993 00:00:00,93000095,Historic and Architectural Resources of Wharton,,False,1,Listed,,,01/23/1993 00:00:00,,True,False,False,2093000095,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2732,6,"Davidson, Dr. Green, House ",,241,2000000000002732,,,,Wharton,404 Bolton,Wharton,03/18/1993 00:00:00,93000111,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000111,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2733,6,"Davis, Ben and Mary, House ",,241,2000000000002733,,,,Wharton,100 S. Resident,Wharton,03/18/1993 00:00:00,93000104,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000104,Architecture,C (design/architecture),Tudor Revival,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2734,6,"Elkins, Nettie, House ",,241,2000000000002734,,,,Wharton,109 E. Alabama,Wharton,03/18/1993 00:00:00,93000114,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000114,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2735,6,"Elliott, E. Clyde and Mary, House ",,241,2000000000002735,,,,Wharton,707 N. Walnut,Wharton,03/18/1993 00:00:00,93000122,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000122,Architecture,C (design/architecture),Bungalow/Craftsman,1900-1924,B,"Building  ",Russel Brown Company,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2736,6,"First Methodist Episcopal Church South, Old ",,241,2000000000002736,,,,Wharton,200 N. Fulton,Wharton,03/18/1993 00:00:00,93000097,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000097,Architecture,C (design/architecture),Classical Revival,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2737,6,"Garrett, Henry B., House ",,241,2000000000002737,,,,Wharton,504 N. Fulton,Wharton,03/18/1993 00:00:00,93000098,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000098,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2738,6,"Garrett, John A. and Sophie, House ",,241,2000000000002738,,,,Wharton,401 E. Alabama,Wharton,03/18/1993 00:00:00,93000115,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000115,Architecture,C (design/architecture),Other,1875-1899,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2739,6,"Gifford, George C. and Annie, House ",,241,2000000000002739,,,,Wharton,615 W. Caney,Wharton,03/18/1993 00:00:00,93000096,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000096,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2740,6,"Hamilton, Joseph Andrew, House ",,241,2000000000002740,,,,Wharton,325 N. Richmond,Wharton,03/18/1993 00:00:00,93000106,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000106,Architecture,C (design/architecture),Other,"1900-1924, 1875-1899, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2741,6,"Harrison, Gerard A., House ",,241,2000000000002741,,,,Wharton,209 E. Caney,Wharton,03/18/1993 00:00:00,93000112,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000112,"Commerce, Architecture","C (design/architecture), B (significant persons)",Other,"1900-1924, 1875-1899",B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2742,6,"Harrison-Dennis House ",,241,2000000000002742,,,,Wharton,409 W. Burleson,Wharton,03/18/1993 00:00:00,93000110,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000110,"Politics/Government, Architecture","C (design/architecture), B (significant persons)",Other,"1900-1924, 1875-1899, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2743,6,"Hawes, Edwin, House ",,241,2000000000002743,,,,Wharton,309 N. Resident,Wharton,03/18/1993 00:00:00,93000102,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000102,Architecture,C (design/architecture),Other,"1900-1924, 1875-1899",B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2744,6,"Hawes, Edwin, Jr., House ",,241,2000000000002744,,,,Wharton,119 S. Resident,Wharton,03/18/1993 00:00:00,93000105,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000105,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2745,6,"House at 401 North Richmond ",,241,2000000000002745,,,,Wharton,401 N. Richmond,Wharton,03/18/1993 00:00:00,93000107,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000107,Architecture,C (design/architecture),Tudor Revival,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2746,6,"House at 512 North Resident ",,241,2000000000002746,,,,Wharton,512 N. Resident,Wharton,03/18/1993 00:00:00,93000103,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000103,Architecture,C (design/architecture),Bungalow/Craftsman,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2747,6,"Linn Street Historic District ",,241,2000000000002747,,,,Wharton,"Roughly, the 500 blocks of Richmond Rd. and Houston St. and the 100-200 blocks of Linn St.",Wharton,03/18/1993 00:00:00,93000124,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000124,Architecture,C (design/architecture),"Late 19th and 20th Century American Movements, Late 19th and 20th Century Revivals, Bungalow/Craftsman","1900-1924, 1925-1949",D,"District  ","Jopling, J.C.; Williams, J.T.",Historic and Architectural Resources of Wharton,6,64500657,True,False,False
2748,6,"Merrill-Roten House ",,241,2000000000002748,,,,Wharton,520 Ave. A,Wharton,03/18/1993 00:00:00,93000113,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000113,Architecture,C (design/architecture),Tudor Revival,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2749,6,"Moran-Moore House ",,241,2000000000002749,,,,Wharton,501 N. Walnut,Wharton,03/18/1993 00:00:00,93000120,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000120,Architecture,C (design/architecture),Bungalow/Craftsman,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2750,6,"Speaker, J. H., House ",,241,2000000000002750,,,,Wharton,414 E. Alabama,Wharton,03/18/1993 00:00:00,93000109,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000109,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2751,6,"St. John's Evangelical Lutheran Church ",,241,2000000000002751,,,,Wharton,612 N. Pecan,Wharton,03/18/1993 00:00:00,93000100,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000100,Architecture,C (design/architecture),Late Gothic Revival,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2752,6,"Texas and New Orleans Railroad Depot ",,241,2000000000002752,,,,Wharton,100 block of N. Sunset,Wharton,03/18/1993 00:00:00,93000119,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000119,"Transportation, Architecture","A (historic events), C (design/architecture)",Mission/Spanish Revival,"1900-1924, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2753,6,"Texas and New Orleans Railroad Bridge ",,241,2000000000002753,,,,Wharton,"Southern Pacific RR tracks, 0.25 mi. W of Old US 59, over the Colorado R.",Wharton,03/18/1993 00:00:00,93000123,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000123,Transportation,A (historic events),Other,"1900-1924, 1925-1949",U,"Structure ",Unknowm,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2754,6,"West Milam Street Mercantile Historic District ",,241,2000000000002754,,,,Wharton,Roughly 637-668 W. Milam St.,Wharton,03/18/1993 00:00:00,93000125,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000125,Architecture,C (design/architecture),"Late 19th and 20th Century American Movements, Late Victorian","1900-1924, 1925-1949",D,"District  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,False
2755,,Wharton County Courthouse Historic Commercial District,,241,2000000000002755,,,,Wharton,"Roughly bounded by the alley N of Milam St., Rusk St., Elm St. and Richmond St.",Wharton,11/05/1991 00:00:00,91001624,,,False,1,Listed,,,09/21/1991 00:00:00,,True,False,False,2091001624,"Commerce, Politics/Government, Architecture","A (historic events), C (design/architecture)","Moderne, Italianate, Romanesque","1900-1924, 1875-1899, 1925-1949",D,"District  ","Leffland,Jules; Hedrick,Wyatt C.",,,,True,False,False
2756,6,"Worthing, Louis F., House ",,241,2000000000002756,,,,Wharton,620 N. Walnut,Wharton,03/18/1993 00:00:00,93000121,Historic and Architectural Resources of Wharton,,False,1,Listed,,,,,True,False,False,2093000121,Architecture,C (design/architecture),Tudor Revival,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Wharton,6,64500657,True,False,True
2757,,Tower Station,,242,2000000000002757,,,,Wheeler,101 E. 12th St.,Shamrock,09/18/1997 00:00:00,97001160,,06/14/1997 00:00:00,False,1,Listed,,,08/14/1997 00:00:00,,True,False,False,2097001160,"Architecture, Commerce","A (historic events), C (design/architecture)",Art Deco,1925-1949,B,"Building  ",multiple,,,,True,False,True
2758,42,"Beaver Creek Bridge ",,243,2000000000002758,,,,Wichita,"FM 2326, 1 mi W of jct. with TX 25",Electra,10/10/1996 00:00:00,96001104,"Historic Bridges of Texas, 1866-1945",,False,1,Listed,,,09/09/1996 00:00:00,,False,True,False,2096001104,Engineering,C (design/architecture),Other,1925-1949,U,"Structure ",Austin Bridge Company; Texas Highway Department,"Historic Bridges of Texas, 1866-1945",42,64500638,True,False,True
2759,,"Hamilton, William Benjamin, House",,243,2000000000002759,,,,Wichita,1106 Brook Ave.,Wichita Falls,10/28/1983 00:00:00,83003826,,,False,1,Listed,,,09/19/1983 00:00:00,,True,False,False,2083003826,Architecture,C (design/architecture),Classical Revival,1900-1924,B,"Building  ",Unknown,,,,True,True,True
2760,,Hodges-Hardy-Chambers House,,243,2000000000002760,,,,Wichita,1100 Travis St.,Wichita Falls,05/02/1985 00:00:00,85000925,,,False,1,Listed,,,03/19/1985 00:00:00,,True,False,False,2085000925,"Architecture, Social History","A (historic events), C (design/architecture)",Stick/Eastlake,1875-1899,B,"Building  ",Moore & Richolt,,,,True,True,True
2761,,"Kell, Frank, House",,243,2000000000002761,,,,Wichita,900 Bluff St.,Wichita Falls,11/28/1978 00:00:00,78003378,,,False,1,Listed,,,,,True,False,False,2078003378,"Commerce, Transportation, Architecture","C (design/architecture), B (significant persons)",Classical Revival,"1900-1924, 1925-1949",B,"Building  ",Jones & Orlopp,,,,True,True,True
2762,,Morningside Historic District,,243,2000000000002762,,,,Wichita,"Roughly bounded by 9th St., Morningside Dr., Pembroke Lane and Buchanan St.",Wichita Falls,05/16/1985 00:00:00,85001122,,,False,1,Listed,,,04/16/1985 00:00:00,,True,False,False,2085001122,"Community Planning and Develpment, Commerce, Architecture","A (historic events), C (design/architecture)","Late 19th and 20th Century Revivals, Bungalow/Craftsman, Other","1900-1924, 1925-1949",D,"District  ","Williams,David R.; Et al.",,,,True,False,False
2763,,Weeks House,,243,2000000000002763,,,,Wichita,2112 Kell Blvd.,Wichita Falls,12/03/1980 00:00:00,80004158,,,False,1,Listed,,,10/24/1980 00:00:00,,True,False,False,2080004158,"Architecture, Social History","A (historic events), C (design/architecture)","Late 19th and 20th Century Revivals, Other","1900-1924, 1925-1949",B,"Building  ","Weeks,W. Fred; Loucks,J. F.",,,,True,False,True
2764,,Wichita Falls Route Building,,243,2000000000002764,,,,Wichita,503 8th St.,Wichita Falls,11/29/1978 00:00:00,78002999,,,False,1,Listed,,,,,True,False,False,2078002999,"Transportation, Architecture","A (historic events), C (design/architecture)","Other, Romanesque","1900-1924, 1925-1949",B,"Building  ",Moore & Richolt,,,,True,False,True
2765,,Doan's Adobe House,,244,2000000000002765,,,,Wilbarger,E of Odell off U.S. 283,Odell,02/08/1979 00:00:00,79003023,,,False,1,Listed,,,,,True,False,False,2079003023,"Exploration/Settlement, Architecture","A (historic events), C (design/architecture)",None Listed,1875-1899,B,"Building  ","Doan,Corwin F.",,,,True,False,True
2766,,Old Lyford High School,,245,2000000000002766,,,,Willacy,High School Circle,Lyford,11/07/1985 00:00:00,85002770,,,False,1,Listed,,,09/30/1985 00:00:00,,True,False,False,2085002770,Education,A (historic events),Other,1900-1924,B,"Building  ","Smith & Kelly; Moore,Roland",,,,True,True,True
2767,8,"Amos, Martin C., House ",,246,2000000000002767,,,,Williamson,1408 Olive,Georgetown,04/29/1986 00:00:00,86000989,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000989,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2768,8,"Arnold-Torbet House ",,246,2000000000002768,,,,Williamson,908 Pine,Georgetown,04/29/1986 00:00:00,86000990,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000990,Architecture,C (design/architecture),None Listed,1875-1899,B,"Building  ",UnknownY,Historic Resources of Georgetown,8,64000843,True,False,True
2769,8,"Atkinson House ",,246,2000000000002769,,,,Williamson,911 Walnut,Georgetown,04/29/1986 00:00:00,86000992,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000992,Architecture,C (design/architecture),Bungalow/Craftsman,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2770,8,"Belford Historic District ",,246,2000000000002770,,,,Williamson,"Roughly bounded by University Ave., Main, E. Eighteenth, and Austin",Georgetown,04/29/1986 00:00:00,86000991,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000991,Architecture,C (design/architecture),"Late 19th and 20th Century American Movements, Bungalow/Craftsman, Late Victorian","1900-1924, 1875-1899, 1925-1949",D,"District  ","Belford,Charles S.; Et al.",Historic Resources of Georgetown,8,64000843,True,False,False
2771,8,"Bowlen House ",,246,2000000000002771,,,,Williamson,1405 Forest,Georgetown,01/14/1986 00:00:00,86000180,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000180,Architecture,C (design/architecture),Other,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2772,,Bryson Stage Coach Stop,,246,2000000000002772,,,,Williamson,NW of Liberty Hill on TX 29,Liberty Hill,12/01/1978 00:00:00,78003000,,,False,1,Listed,,,,,True,False,False,2078003000,"Exploration/Settlement, Architecture","A (historic events), C (design/architecture)",Other,1850-1874,B,"Building  ","Bryson,John T.",,,,True,True,False
2773,8,"Burcham House ",,246,2000000000002773,,,,Williamson,1310 College,Georgetown,04/29/1986 00:00:00,86000993,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000993,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ","Page,C.H.; Griffith Lumber Co.",Historic Resources of Georgetown,8,64000843,True,False,True
2774,8,"Casey House ",,246,2000000000002774,,,,Williamson,705 E. Third,Georgetown,01/14/1986 00:00:00,86000184,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000184,Architecture,C (design/architecture),"Late Victorian, Other",1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2775,8,"Caswell House ",,246,2000000000002775,,,,Williamson,207 E. Ninth,Georgetown,04/29/1986 00:00:00,86000994,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000994,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2776,8,"Chesser-Morgan House ",,246,2000000000002776,,,,Williamson,1202 E. Fifteenth,Georgetown,01/14/1986 00:00:00,86000185,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000185,Architecture,C (design/architecture),"Late Victorian, Other",1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2777,8,"Cooper, Jesse and Sara, House ",,246,2000000000002777,,,,Williamson,1.8 mi. E of Georgetown Hwy. 29,Georgetown,02/16/1996 00:00:00,96000073,Historic Resources of Georgetown,,False,1,Listed,,,01/03/1996 00:00:00,,True,False,False,2096000073,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,True,True
2778,8,"Daughtrey, E. M., House ",,246,2000000000002778,,,,Williamson,1316 E. University,Georgetown,04/29/1986 00:00:00,86000984,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000984,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2779,8,"Dimmitt, John J., House ",,246,2000000000002779,,,,Williamson,W. University (TX 29) 0.5 mi. W of jct. with Austin Hwy.,Georgetown,02/16/1996 00:00:00,96000076,Historic Resources of Georgetown,,False,1,Listed,,,01/03/1996 00:00:00,,True,False,False,2096000076,"Commerce, Social History, Other",B (significant persons),,"1850-1874, 1875-1899",B,"Building  ",,Historic Resources of Georgetown,8,64000843,True,True,True
2780,8,"Easley, S. A., House ",,246,2000000000002780,,,,Williamson,1310 Olive,Georgetown,04/29/1986 00:00:00,86000983,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000983,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2781,8,"First Methodist Church ",,246,2000000000002781,,,,Williamson,410 E. University,Georgetown,06/17/1986 00:00:00,86001368,Historic Resources of Georgetown,,False,1,Listed,,,,,True,False,False,2086001368,Architecture,C (design/architecture),Gothic Revival,1875-1899,B,"Building  ","Hyer,Dr. Robert S.",Historic Resources of Georgetown,8,64000843,True,False,True
2782,8,"Fowler, D. D., House ",,246,2000000000002782,,,,Williamson,1531 Ash,Georgetown,04/29/1986 00:00:00,86000985,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000985,Architecture,C (design/architecture),"Late Victorian, Other","1900-1924, 1875-1899",B,"Building  ",Belford Lumber Co.,Historic Resources of Georgetown,8,64000843,True,False,True
2783,8,"Georgetown Light and Water Works ",,246,2000000000002783,,,,Williamson,403 W. 9th,Georgetown,02/16/1996 00:00:00,96000074,Historic Resources of Georgetown,,False,1,Listed,,,01/03/1996 00:00:00,,True,False,False,2096000074,Architecture,C (design/architecture),,1900-1924,B,"Building  ",,Historic Resources of Georgetown,8,64000843,True,True,True
2785,8,"Harper-Chesser House ",,246,2000000000002785,,,,Williamson,1309 College,Georgetown,04/29/1986 00:00:00,86000969,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000969,Architecture,C (design/architecture),None Listed,"1875-1899, 1850-1874",B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2786,8,"Harrell, Moses, House ",,246,2000000000002786,,,,Williamson,1001 Church,Georgetown,01/14/1986 00:00:00,86000169,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000169,"Commerce, Architecture","C (design/architecture), B (significant persons)",None Listed,1875-1899,B,"Building  ",Whittle & Harrell,Historic Resources of Georgetown,8,64000843,True,False,True
2787,8,"Harris, E. M., House ",,246,2000000000002787,,,,Williamson,404 E. Seventh,Georgetown,01/14/1986 00:00:00,86000168,Historic Resources of Georgetown,,False,1,Listed,,,11/22/1985 00:00:00,,True,False,False,2086000168,Architecture,C (design/architecture),None Listed,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
2788,8,"Hawnen, A. W., House ",,246,2000000000002788,,,,Williamson,1409 Olive,Georgetown,04/29/1986 00:00:00,86000967,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000967,Architecture,C (design/architecture),"Late Victorian, Other",1875-1899,B,"Building  ","Irvine,George; Irvine Lumber Co.",Historic Resources of Georgetown,8,64000843,True,False,True
2789,8,"Hewitt, M. S., House ",,246,2000000000002789,,,,Williamson,1019 S. College,Georgetown,02/16/1996 00:00:00,96000071,Historic Resources of Georgetown,,False,1,Listed,,,01/03/1996 00:00:00,,True,False,False,2096000071,Architecture,C (design/architecture),Other,1875-1899,B,"Building  ",,Historic Resources of Georgetown,8,64000843,True,True,True
2790,8,"House at 214 W. University ",,246,2000000000002790,,,,Williamson,214 W. University,Georgetown,04/29/1986 00:00:00,86000987,Historic Resources of Georgetown,,False,1,Listed,,,03/13/1986 00:00:00,,True,False,False,2086000987,Architecture,C (design/architecture),None Listed,1875-1899,B,"Building  ",Unknown,Historic Resources of Georgetown,8,64000843,True,False,True
