NrId,DistrictId,Property_Name,Other_Name,CountyId,AtlasIndex,Keywords,Longitude,Latitude,County,Address,City,Date_Listed,Reference_Number,Multiple_Property_Name,Date_To_SBR,Vicinity,Status,StatusL,Date_Removed,Notes,Date_To_Nps,Date_Notified,Local_Sig,State_Sig,National_Sig,Atlas_Number,Significance,Criteria,Style,Period,Resource_type,ResourceL,Architect,District,MpsId,NpsId,HasFiles,HasImages,HasMapLocation
1061,11,"Jones, A. T., House ",,221,2000000000001061,,,,Taylor,418 Merchant,Abilene,03/23/1992 00:00:00,92000212,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000212,Architecture,C (design/architecture),Bungalow/Craftsman,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1062,11,"Lanius, C. A., House ",,221,2000000000001062,,,,Taylor,1942 N. Third St.,Abilene,03/23/1992 00:00:00,92000221,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000221,Architecture,C (design/architecture),Classical Revival,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1063,11,"Luce Hall ",,221,2000000000001063,,,,Taylor,"Campus Court Dr., N of Administration Building, Abilene Christian University",Abilene,03/23/1992 00:00:00,92000194,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000194,Architecture,C (design/architecture),Classical Revival,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1064,11,"Magee, J. D., House ",,221,2000000000001064,,,,Taylor,1910 N. Third St.,Abilene,03/23/1992 00:00:00,92000220,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000220,Architecture,C (design/architecture),Classical Revival,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1065,11,"McDaniel, George W. and Lavina, House ",,221,2000000000001065,,,,Taylor,774 Butternut,Abilene,03/23/1992 00:00:00,92000201,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000201,Architecture,C (design/architecture),Prairie School,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1066,11,"McDonald Hall ",,221,2000000000001066,,,,Taylor,2083 N. Second St.,Abilene,03/23/1992 00:00:00,92000219,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000219,Education,A (historic events),Classical Revival,"1900-1924, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1067,11,"McMurry College Administration Building ",,221,2000000000001067,,,,Taylor,"Off Hunt, McMurry College",Abilene,03/23/1992 00:00:00,92000209,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000209,Education,A (historic events),Classical Revival,"1900-1924, 1925-1949",B,"Building  ","Castle,David S.",Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1068,11,"Minter, William A., House ",,221,2000000000001068,,,,Taylor,340 Beech St.,Abilene,03/23/1992 00:00:00,92000198,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000198,Commerce,B (significant persons),Tudor Revival,1925-1949,B,"Building  ",Nichols & Campbell,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1069,11,"Motz, Charles, House ",,221,2000000000001069,,,,Taylor,1842 N. Fifth St.,Abilene,03/23/1992 00:00:00,92000216,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000216,Architecture,C (design/architecture),Colonial Revival,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1070,,Old Taylor County Courthouse and Jail,,221,2000000000001070,,,,Taylor,William St. between North and Elm Sts.,Buffalo Gap,06/09/1978 00:00:00,78002984,,,False,1,Listed,,,,,False,True,False,2078002984,Politics/Government,A (historic events),None Listed,1875-1899,B,"Building  ","Martin,Bryne & Johnston",,,,True,False,True
1071,,Paramount Theater,,221,2000000000001071,,,,Taylor,352 Cypress St.,Abilene,12/27/1982 00:00:00,82001739,,,False,1,Listed,,,11/18/1982 00:00:00,,True,False,False,2082001739,Architecture,C (design/architecture),Mission/Spanish Revival,1925-1949,B,"Building  ","Castle,David",,,,True,True,True
1072,,Parramore Historic District,,221,2000000000001072,,,,Taylor,"Bounded by Orange, N. 8th, alley between Grape and Mulberry, and N. 7th Sts.",Abilene,08/29/1991 00:00:00,91001153,,,False,1,Listed,,,07/23/1991 00:00:00,,True,False,False,2091001153,Architecture,C (design/architecture),"Late 19th and 20th Century Revivals, Prairie School, Bungalow/Craftsman","1900-1924, 1925-1949",D,"District  ",Unknown,,,,True,True,False
1073,11,"Parramore, D. D., House ",,221,2000000000001073,,,,Taylor,542 Poplar St.,Abilene,03/23/1992 00:00:00,92000230,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000230,Architecture,C (design/architecture),Bungalow/Craftsman,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1075,11,"Reading, Jhules, House ",,221,2000000000001075,,,,Taylor,421 Reading St.,Abilene,03/23/1992 00:00:00,92000231,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000231,Architecture,C (design/architecture),Other,1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1076,11,"Roberts, Nathan J. and Nancy, House ",,221,2000000000001076,,,,Taylor,1430 S. Sixth St.,Abilene,03/23/1992 00:00:00,92000235,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000235,Architecture,C (design/architecture),"Classical Revival, Bungalow/Craftsman",1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1077,11,"Sacred Heart Catholic Church ",,221,2000000000001077,,,,Taylor,1633 S. Eighth St.,Abilene,03/23/1992 00:00:00,92000233,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000233,Architecture,C (design/architecture),Mission/Spanish Revival,1925-1949,B,"Building  ","Dielmann,Leo M.J.",Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1078,11,"Sayles Boulevard Historic District ",,221,2000000000001078,,,,Taylor,"Roughly bounded by S. Fifth, Meander and S. Tenth Sts. and Highland Ave.",Abilene,03/09/1992 00:00:00,92000095,Historic and Architectural Resources of Abilene,,False,1,Listed,,,01/29/1992 00:00:00,,True,False,False,2092000095,"Commerce, Architecture","A (historic events), C (design/architecture)","Late 19th and 20th Century Revivals, Bungalow/Craftsman, Moderne","1900-1924, 1875-1899, 1925-1949",D,"District  ",Multiple,Historic and Architectural Resources of Abilene,11,64500625,True,True,False
1079,,"Sayles, Henry, House",,221,2000000000001079,,,,Taylor,642 Sayles Blvd.,Abilene,06/24/1976 00:00:00,76002069,,,False,1,Listed,,,,,True,False,False,2076002069,"Law, Architecture","A (historic events), C (design/architecture), B (significant persons)","Queen Anne, Other","1900-1924, 1875-1899",B,"Building  ","Miller,R.W.; Wagner,Samuel C.",,,,True,True,True
1080,,State Epileptic Colony Historic District,,221,2000000000001080,,,,Taylor,"Roughly bounded by S. 24th, Lakeside and Plum, also area roughly bounded by SH 322, FM 1750 and Industrial Blvd.",Abilene,10/30/1991 00:00:00,91001539,,,False,1,Listed,,,09/12/1991 00:00:00,,False,True,False,2091001539,"Health/Medicine, Architecture","A (historic events), C (design/architecture)","Classical Revival, Prairie School","1900-1924, 1925-1949",D,"District  ",Multiple,,,,True,True,False
1081,11,"Stith, William and Evla, House ",,221,2000000000001081,,,,Taylor,346 Mulberry St.,Abilene,03/23/1992 00:00:00,92000213,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000213,Architecture,C (design/architecture),Tudor Revival,1925-1949,B,"Building  ","Castle,David S.",Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1082,,"Swenson, William and Shirley, House",,221,2000000000001082,,,,Taylor,1726 Swenson Ave.,Abilene,12/22/1987 00:00:00,87002148,,,False,1,Listed,,,11/03/1987 00:00:00,,True,False,False,2087002148,"Commerce, Architecture","C (design/architecture), B (significant persons)","Prairie School, Other","1900-1924, 1925-1949",B,"Building  ","Preston,W.P.",,,,True,True,True
1083,11,"Thomas, Oscar P., House ",,221,2000000000001083,,,,Taylor,210 Clinton St.,Abilene,03/23/1992 00:00:00,92000203,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000203,Architecture,C (design/architecture),"Classical Revival, Prairie School",1900-1924,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1084,,U.S. Weather Bureau Building,,221,2000000000001084,,,,Taylor,1482 N. 1st St.,Abilene,07/08/1982 00:00:00,82004524,,,False,1,Listed,,,06/03/1982 00:00:00,,True,False,False,2082004524,"Science, Architecture","A (historic events), C (design/architecture)","Classical Revival, Other",1900-1924,B,"Building  ",Unknown,,,,True,True,True
1085,11,"Universal Manufacturing Company Building ",,221,2000000000001085,,,,Taylor,150 Locust St.,Abilene,03/23/1992 00:00:00,92000208,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000208,"Commerce, Architecture","A (historic events), C (design/architecture)",Art Deco,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1086,11,"West Texas Utilities Company Power Plant ",,221,2000000000001086,,,,Taylor,100 Block of N. Second St.,Abilene,03/23/1992 00:00:00,92000217,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000217,Commerce,A (historic events),Other,"1900-1924, 1925-1949",B,"Building  ","Hedrick,W.C.",Historic and Architectural Resources of Abilene,11,64500625,True,False,False
1087,11,"Williamson, E. D., House ",,221,2000000000001087,,,,Taylor,641 Chestnut St.,Abilene,03/23/1992 00:00:00,92000202,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000202,Architecture,C (design/architecture),Other,1875-1899,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1088,11,"Wooten, Horace O., Grocery Company Warehouse       ",,221,2000000000001088,,,,Taylor,101 Walnut,Abilene,03/23/1992 00:00:00,92000238,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000238,"Commerce, Architecture","A (historic events), C (design/architecture), B (significant persons)",Late 19th and 20th Century Revivals,"1900-1924, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1089,11,"Wooten, Horace O., House ",,221,2000000000001089,,,,Taylor,242 Beech St.,Abilene,03/23/1992 00:00:00,92000197,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000197,Commerce,B (significant persons),Prairie School,"1900-1924, 1925-1949",B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1090,11,"Zabloudil-Hendrick House ",,221,2000000000001090,,,,Taylor,802 Orange St.,Abilene,03/23/1992 00:00:00,92000227,Historic and Architectural Resources of Abilene,,False,1,Listed,,,02/14/1992 00:00:00,,True,False,False,2092000227,"Commerce, Social History",B (significant persons),Prairie School,1925-1949,B,"Building  ",Unknown,Historic and Architectural Resources of Abilene,11,64500625,True,False,True
1091,,Bullis' Camp Site,,222,2000000000001091,,,,Terrell,Address Restricted,Dryden,08/02/1978 00:00:00,78002985,,,False,1,Listed,,,,,False,True,False,2078002985,"Ethnic Heritage - Native American, Archeology - Historic Non-Aboriginal, Military, Ethnic Heritage - Black, Exploration/Settlement","A (historic events), D (information potential/archeology",None Listed,"1875-1899, 1850-1874",S,"Site      ",,,,,True,True,False
1092,,Geddis Canyon Rock Art Site,,222,2000000000001092,,,,Terrell,Address Restricted,Dryden,05/22/1978 00:00:00,78002986,,,False,1,Listed,,,,,False,True,False,2078002986,"Archeology - Historic-Aboriginal, Art","A (historic events), D (information potential/archeology",None Listed,,S,"Site      ",Unknown,,,,True,False,False
1093,,Meyers Springs Pictograph Site,,222,2000000000001093,,,,Terrell,Address Restricted,Dryden,09/14/1972 00:00:00,72001373,,,False,1,Listed,,,,,False,False,True,2072001373,"Archeology - Historic-Aboriginal, Archeology - Historic Non-Aboriginal, Art","A (historic events), D (information potential/archeology",None Listed,"1650-1699, 1500-1599, 1700-1749, 1800-1824",S,"Site      ",Unknown,,,,True,True,False
1094,,Wroe Ranch Shelter No. 1,,222,2000000000001094,,,,Terrell,Address Restricted,Sheffield,01/04/1990 00:00:00,89002279,,,False,1,Listed,,,,,True,False,False,2089002279,Archeology - Prehistoric,D (information potential/archeology,,,S,"Site      ",,,,,True,False,False
1095,,Throckmorton County Courthouse and Jail,,224,2000000000001095,,,,Throckmorton,Public Sq. and Chestnut St.,Throckmorton,08/10/1978 00:00:00,78002987,,,False,1,Listed,,,,,False,True,False,2078002987,"Politics/Government, Architecture","A (historic events), C (design/architecture)",None Listed,1875-1899,B,"Building  ","Martin,Byrnes & Johnston; Pauly Jail Building & Manufacturing",,,,True,False,True
1096,,Hale Mound Site,,225,2000000000001096,,,,Titus,Address Restricted,Winfield,07/07/1990 00:00:00,90000983,,,False,1,Listed,,,,,False,True,False,2090000983,Archeology - Prehistoric,D (information potential/archeology,,,S,"Site      ",,,,,True,False,False
1097,58,"Angelo Heights Historic District ",,226,2000000000001097,,,,Tom Green,"Roughly bounded by Colorado St., the Concho River, Live Oak St., S. Bishop St., Twohig St., and S. Washington St.",San Angelo,11/25/1988 00:00:00,88002605,Historic and Architectural Resources of San Angelo,,False,1,Listed,,,10/04/1988 00:00:00,,True,False,False,2088002605,Architecture,C (design/architecture),"Late 19th and 20th Century American Movements, Late 19th and 20th Century Revivals, Late Victorian","1900-1924, 1925-1949",D,"District  ",Multiple,Historic Resources of San Angelo,15,64000852,True,False,False
1098,58,"Aztec Cleaners and Laundry Building ",,226,2000000000001098,,,,Tom Green,119 S. Irving,San Angelo,11/25/1988 00:00:00,88002577,Historic and Architectural Resources of San Angelo,,False,1,Listed,,,10/04/1988 00:00:00,,True,False,False,2088002577,Architecture,C (design/architecture),Other,1925-1949,B,"Building  ",Unknown,Historic Resources of San Angelo,15,64000852,True,False,True
1099,58,"Beck, Frederick, Farm ",,226,2000000000001099,,,,Tom Green,1231 Culberson,San Angelo,11/25/1988 00:00:00,88002566,Historic and Architectural Resources of San Angelo,,False,1,Listed,,,10/04/1988 00:00:00,,True,False,False,2088002566,Architecture,C (design/architecture),None Listed,1900-1924,B,"Building  ",Unknown,Historic Resources of San Angelo,15,64000852,True,False,True
1100,58,"Blakeney, J. B., House ",,226,2000000000001100,,,,Tom Green,438 W. Twohig,San Angelo,11/25/1988 00:00:00,88002600,Historic and Architectural Resources of San Angelo,,False,1,Listed,,,10/04/1988 00:00:00,,True,False,False,2088002600,Architecture,C (design/architecture),"Renaissance, Other",1925-1949,B,"Building  ","Korn,Anton, & Morgan,B.M.; McBride,H.L.",Historic Resources of San Angelo,15,64000852,True,False,True
1101,58,"Broome, C. A., House ",,226,2000000000001101,,,,Tom Green,123 S. David,San Angelo,11/25/1988 00:00:00,88002567,Historic and Architectural Resources of San Angelo,,False,1,Listed,,,10/04/1988 00:00:00,,True,False,False,2088002567,Architecture,C (design/architecture),Classical Revival,1900-1924,B,"Building  ",Unknown,Historic Resources of San Angelo,15,64000852,True,False,True
1102,58,"Brown, R. Wilbur, House ",,226,2000000000001102,,,,Tom Green,1004 Pecos,San Angelo,11/25/1988 00:00:00,88002585,Historic and Architectural Resources of San Angelo,,False,1,Listed,,,10/04/1988 00:00:00,,True,False,False,2088002585,Architecture,C (design/architecture),"Late 19th and 20th Century Revivals, Other",1900-1924,B,"Building  ",Unknown,Historic Resources of San Angelo,15,64000852,True,False,True
1103,58,"Building at 113-119 East Concho ",,226,2000000000001103,,,,Tom Green,113-119 E. Concho,San Angelo,09/13/1990 00:00:00,88002564,Historic and Architectural Resources of San Angelo,,False,1,Listed,,,08/03/1988 00:00:00,,True,False,False,2088002564,Architecture,C (design/architecture),Mission/Spanish Revival,1925-1949,B,"Building  ","0'Connell,Will; Holmes,Dwight",Historic Resources of San Angelo,15,64000852,True,False,True
1104,58,"Clayton House ",,226,2000000000001104,,,,Tom Green,1101 S. David,San Angelo,11/25/1988 00:00:00,88002570,Historic and Architectural Resources of San Angelo,,False,1,Listed,,,10/04/1988 00:00:00,,True,False,False,2088002570,Architecture,C (design/architecture),"Colonial Revival, Other",1900-1924,B,"Building  ",Unknown,Historic Resources of San Angelo,15,64000852,True,False,True
